target_id	length	eff_length	est_counts	tpm
hCoV-19/USA/WA-CDC-UW21121708871/2021|EPI_ISL_8163321|2021-12-17	29513	29441	0	0
hCoV-19/USA/TX-CDC-FG-203162/2021|EPI_ISL_8183263|2021-12-14	29795	29723	0	0
hCoV-19/USA/NJ-CDC-IBX485548062323/2021|EPI_ISL_8555762|2021-12-21	29818	29746	6.28686	5696.24
hCoV-19/USA/MN-MDH-6587/2021|EPI_ISL_2018467|2021-04-24	29746	29674	148.909	135247
hCoV-19/USA/MN-MDH-6597/2021|EPI_ISL_2018477|2021-04-26	29762	29690	320.374	290824
hCoV-19/USA/NY-P13A4/2021|EPI_ISL_5156866|2021-04-09	29818	29746	0	0
hCoV-19/USA/MI-MDHHS-SC25096/2021|EPI_ISL_1367852|2021-03-09	29806	29734	7.62303	6909.68
hCoV-19/USA/WI-WSLH-213165/2021|EPI_ISL_1794060|2021-03-26	29764	29692	10.1885	9248.13
hCoV-19/USA/OR-TRACE-LINN-033021-466/2021|EPI_ISL_1866418|2021-03-30	29841	29769	12.4075	11233.2
hCoV-19/USA/WA-UW-21042271709/2021|EPI_ISL_2031557|2021-04-22	29540	29468	0	0
hCoV-19/USA/CA-CDPH-3000006761/2021|EPI_ISL_2837403|2021-04-17	29850	29778	0	0
hCoV-19/USA/FL-Shands-VTM-53/2021|EPI_ISL_2989846|2021-01	29852	29780	0.100363	90.8304
hCoV-19/USA/CA-ALSR-5090/2020|EPI_ISL_730345|2020-09-28	29880	29808	30.3191	27413.6
hCoV-19/USA/CA-CHLA-PLM84336997/2020|EPI_ISL_753480|2020-11-30	29969	29897	0.00615789	5.55121
hCoV-19/USA/WA-UW-46966/2020|EPI_ISL_756213|2020-12-13	29895	29823	11.2496	10166.5
hCoV-19/USA/WY-WPHL-20172467/2020|EPI_ISL_770486|2020-12-30	29782	29710	0	0
hCoV-19/USA/FL-STP-Saliva-412-VAC/2021|EPI_ISL_2989606|2021-02	29817	29745	0	0
hCoV-19/USA/CA-ALSR-5112/2020|EPI_ISL_730359|2020-12-04	29899	29827	0	0
hCoV-19/USA/CA-LACPHL-AF00003/2020|EPI_ISL_737238|2020-12-18	29846	29774	0	0
hCoV-19/USA/CA-CZB-14781/2020|EPI_ISL_738759|2020-11-10	29521	29449	0	0
hCoV-19/USA/UT-UPHL-2012501214/2020|EPI_ISL_747002|2020-11-25	29899	29827	0	0
hCoV-19/USA/NY-P13D5/2021|EPI_ISL_5156877|2021-04-09	29824	29752	4.65276	4214.81
hCoV-19/USA/MI-MDHHS-SC23727/2021|EPI_ISL_1158385|2021-01-26	29812	29740	0	0
hCoV-19/USA/AZ-ASU4262/2021|EPI_ISL_1743681|2021-04-07	29826	29754	0	0
hCoV-19/USA/WI-GMF-B00437/2021|EPI_ISL_1745217|2021-04-15	29835	29763	13.8033	12499.4
hCoV-19/USA/DE-DHSS-B1084257/2021|EPI_ISL_2107605|2021-04-22	29787	29715	0	0
hCoV-19/USA/NY-WMC2021-15/2021|EPI_ISL_2400450|2021-04-10	29840	29768	12.293	11129.9
hCoV-19/USA/CA-Stanford-12_S42/2021|EPI_ISL_1379889|2021-03-01	29729	29657	0.0261171	23.7346
hCoV-19/USA/TX-TCH-TCMC0421021/2021|EPI_ISL_1792927|2021-04-15	29875	29803	0	0
hCoV-19/USA/CA-CZB-30484/2021|EPI_ISL_1821470|2021-03-09	29855	29783	6.2118	5621.25
hCoV-19/USA/WA-UW-21041984889/2021|EPI_ISL_2002806|2021-04-19	29540	29468	0	0
hCoV-19/USA/CA-CDPH-3000006742/2021|EPI_ISL_2837392|2021-04-15	29850	29778	0	0
hCoV-19/USA/WA-UW-21042164481/2021|EPI_ISL_2031536|2021-04-21	29540	29468	8.66898	7928.68
hCoV-19/USA/MN-UMGC-4018/2021|EPI_ISL_2709235|2021-06-07	29781	29709	0	0
hCoV-19/USA/MD-MDH-2732/2021|EPI_ISL_2709802|2021-06-09	29823	29751	0.294581	266.862
hCoV-19/USA/FL-CDC-ASC210153974/2021|EPI_ISL_2877677|2021-06-24	29823	29751	71.0392	64354.6
hCoV-19/USA/LA-BIE-LSUH001398/2021|EPI_ISL_3088939|2021-07-13	29769	29697	0	0
hCoV-19/USA/TX-HMH-MCoV-49453/2020|EPI_ISL_5384223|2020-07-12	29753	29681	0	0
hCoV-19/USA/CA-CZB-29195/2021|EPI_ISL_1701259|2021-03-05	29818	29746	0	0
hCoV-19/USA/LA-BIE-LSUH001328/2021|EPI_ISL_3090983|2021-07-16	29800	29728	0	0
hCoV-19/USA/TX-TCH-TCMC00652-0721/2021|EPI_ISL_3149057|2021-07-09	29356	29284	2.70282e-08	2.48754e-05
hCoV-19/USA/CA-CDPH-3000129332/2021|EPI_ISL_4509710|2021-07-27	29875	29803	0	0
hCoV-19/USA/NY-P12C1/2021|EPI_ISL_5156854|2021-04-07	29825	29753	11.3915	10318.9
hCoV-19/USA/NY-PRL-2021_03_02_00F22/2021|EPI_ISL_1172845|2021-02-28	29742	29670	0	0
hCoV-19/USA/TX-TCH-TCMC00443-0421/2021|EPI_ISL_2135033|2021-04-28	29677	29605	8.95454e-07	0.000815195
hCoV-19/USA/CO-CDPHE-2100938243/2021|EPI_ISL_2309975|2021-04-27	29782	29710	0	0
hCoV-19/USA/GA-GPHL-0610/2021|EPI_ISL_3134240|2021-07-13	29836	29764	0	0
hCoV-19/USA/MI-MDHHS-SC32153/2021|EPI_ISL_3637925|2021-08-09	29815	29743	13.856	12555.6
hCoV-19/USA/CA-CDPH-UC2/2020|EPI_ISL_413558|2020-02-27	29834	29762	392.509	355444
hCoV-19/USA/FL_9590/2020|EPI_ISL_424853|2020-03-05	29882	29810	0	0
hCoV-19/USA/VA-DCLS-0056/2020|EPI_ISL_426464|2020-04-01	29851	29779	0	0
hCoV-19/USA/AZ-TG268188/2020|EPI_ISL_426502|2020-03-17	29882	29810	0	0
hCoV-19/USA/NY-WCMP12B04P/2020|EPI_ISL_427599|2020-03-16	29875	29803	0	0
Junk/betacoronavirus/OL717063.1	29786	29714	0	0
Junk/betacoronavirus/OL672836.1	29684	29612	1.30366e-08	1.18653e-05
hCoV-19/USA/TX-TCH-TCMC03115/2021|EPI_ISL_1621256|2021-03-23	29679	29607	0	0
hCoV-19/USA/WI-WSLH-213664/2021|EPI_ISL_1794519|2021-03-27	29838	29766	0	0
hCoV-19/USA/CA-CDPH-3000007215/2021|EPI_ISL_2837733|2021-04-10	29849	29777	0	0
hCoV-19/USA/NY-WMC2021-54/2021|EPI_ISL_3046587|2021-06-05	29842	29770	8.46279	7661.58
hCoV-19/USA/CA-CDPH-3000130472/2021|EPI_ISL_4511365|2021-07-28	29850	29778	0	0
hCoV-19/USA/FL-Path-Saliva-872/2021|EPI_ISL_2991302|2021-01	29853	29781	1.22197e-05	0.0110587
hCoV-19/USA/VA-DCLS-2187/2020|EPI_ISL_677212|2020-11-12	29902	29830	4.09574	3700.52
hCoV-19/USA/GA-EHC-458R/2021|EPI_ISL_845768|2021-01-05	29901	29829	1.51916e-07	0.000137262
hCoV-19/USA/IL-NM5863/2021|EPI_ISL_854460|2021-01-05	29748	29676	0.00988552	8.97796
hCoV-19/USA/VA-DCLS-2375/2020|EPI_ISL_925204|2020-11-12	29868	29796	8.22154	7436.67
