target_id	length	eff_length	est_counts	tpm
hCoV-19/USA/WA-CDC-UW21121708871/2021|EPI_ISL_8163321|2021-12-17	29513	29440.9	15.6239	562.246
hCoV-19/USA/TX-CDC-FG-203162/2021|EPI_ISL_8183263|2021-12-14	29795	29722.9	55.7623	1987.64
hCoV-19/USA/NJ-CDC-IBX485548062323/2021|EPI_ISL_8555762|2021-12-21	29818	29745.9	90.001	3205.58
hCoV-19/USA/MN-MDH-6587/2021|EPI_ISL_2018467|2021-04-24	29746	29673.9	216.928	7745.12
hCoV-19/USA/MN-MDH-6597/2021|EPI_ISL_2018477|2021-04-26	29762	29689.9	2419.47	86337.3
hCoV-19/USA/NY-P13A4/2021|EPI_ISL_5156866|2021-04-09	29818	29745.9	925.635	32968.6
hCoV-19/USA/MI-MDHHS-SC25096/2021|EPI_ISL_1367852|2021-03-09	29806	29733.9	3783.17	134801
hCoV-19/USA/WI-WSLH-213165/2021|EPI_ISL_1794060|2021-03-26	29764	29691.9	257.948	9204.11
hCoV-19/USA/OR-TRACE-LINN-033021-466/2021|EPI_ISL_1866418|2021-03-30	29841	29768.9	841.476	29947.9
hCoV-19/USA/WA-UW-21042271709/2021|EPI_ISL_2031557|2021-04-22	29540	29467.9	1586.85	57052.3
hCoV-19/USA/CA-CDPH-3000006761/2021|EPI_ISL_2837403|2021-04-17	29850	29777.9	45.7264	1626.9
hCoV-19/USA/FL-Shands-VTM-53/2021|EPI_ISL_2989846|2021-01	29852	29779.9	0	0
hCoV-19/USA/CA-ALSR-5090/2020|EPI_ISL_730345|2020-09-28	29880	29807.9	78.7091	2797.57
hCoV-19/USA/CA-CHLA-PLM84336997/2020|EPI_ISL_753480|2020-11-30	29969	29896.9	0	0
hCoV-19/USA/WA-UW-46966/2020|EPI_ISL_756213|2020-12-13	29895	29822.9	96.0821	3413.34
hCoV-19/USA/WY-WPHL-20172467/2020|EPI_ISL_770486|2020-12-30	29782	29709.9	0	0
hCoV-19/USA/FL-STP-Saliva-412-VAC/2021|EPI_ISL_2989606|2021-02	29817	29744.9	0	0
hCoV-19/USA/CA-ALSR-5112/2020|EPI_ISL_730359|2020-12-04	29899	29826.9	0	0
hCoV-19/USA/CA-LACPHL-AF00003/2020|EPI_ISL_737238|2020-12-18	29846	29773.9	0	0
hCoV-19/USA/CA-CZB-14781/2020|EPI_ISL_738759|2020-11-10	29521	29448.9	20.5695	740.016
hCoV-19/USA/UT-UPHL-2012501214/2020|EPI_ISL_747002|2020-11-25	29899	29826.9	0	0
hCoV-19/USA/NY-P13D5/2021|EPI_ISL_5156877|2021-04-09	29824	29751.9	52.5702	1872.03
hCoV-19/USA/MI-MDHHS-SC23727/2021|EPI_ISL_1158385|2021-01-26	29812	29739.9	7.11209	253.364
hCoV-19/USA/AZ-ASU4262/2021|EPI_ISL_1743681|2021-04-07	29826	29753.9	47.8959	1705.46
hCoV-19/USA/WI-GMF-B00437/2021|EPI_ISL_1745217|2021-04-15	29835	29762.9	3.27219	116.48
hCoV-19/USA/DE-DHSS-B1084257/2021|EPI_ISL_2107605|2021-04-22	29787	29714.9	23.9049	852.316
hCoV-19/USA/NY-WMC2021-15/2021|EPI_ISL_2400450|2021-04-10	29840	29767.9	1575.32	56066.9
hCoV-19/USA/CA-Stanford-12_S42/2021|EPI_ISL_1379889|2021-03-01	29729	29656.9	138.126	4934.42
hCoV-19/USA/TX-TCH-TCMC0421021/2021|EPI_ISL_1792927|2021-04-15	29875	29802.9	48.5149	1724.66
