target_id	length	eff_length	est_counts	tpm
hCoV-19/USA/WA-CDC-UW21121708871/2021|EPI_ISL_8163321|2021-12-17	29513	29411.8	0.00975225	0.0972212
hCoV-19/USA/TX-CDC-FG-203162/2021|EPI_ISL_8183263|2021-12-14	29795	29693.8	70.4829	695.978
hCoV-19/USA/NJ-CDC-IBX485548062323/2021|EPI_ISL_8555762|2021-12-21	29818	29716.8	391.332	3861.18
hCoV-19/USA/MN-MDH-6587/2021|EPI_ISL_2018467|2021-04-24	29746	29644.8	9501.48	93976.7
hCoV-19/USA/MN-MDH-6597/2021|EPI_ISL_2018477|2021-04-26	29762	29660.8	29938.1	295950
hCoV-19/USA/NY-P13A4/2021|EPI_ISL_5156866|2021-04-09	29818	29716.8	206.985	2042.27
hCoV-19/USA/MI-MDHHS-SC25096/2021|EPI_ISL_1367852|2021-03-09	29806	29704.8	70.0679	691.624
hCoV-19/USA/WI-WSLH-213165/2021|EPI_ISL_1794060|2021-03-26	29764	29662.8	840.311	8306.26
hCoV-19/USA/OR-TRACE-LINN-033021-466/2021|EPI_ISL_1866418|2021-03-30	29841	29739.8	1635.23	16122
hCoV-19/USA/WA-UW-21042271709/2021|EPI_ISL_2031557|2021-04-22	29540	29438.8	81.329	810.033
hCoV-19/USA/CA-CDPH-3000006761/2021|EPI_ISL_2837403|2021-04-17	29850	29748.8	103.528	1020.39
hCoV-19/USA/FL-Shands-VTM-53/2021|EPI_ISL_2989846|2021-01	29852	29750.8	210.336	2072.97
hCoV-19/USA/CA-ALSR-5090/2020|EPI_ISL_730345|2020-09-28	29880	29778.8	4786.71	47131.1
hCoV-19/USA/CA-CHLA-PLM84336997/2020|EPI_ISL_753480|2020-11-30	29969	29867.8	108.42	1064.35
hCoV-19/USA/WA-UW-46966/2020|EPI_ISL_756213|2020-12-13	29895	29793.8	797.029	7843.78
hCoV-19/USA/WY-WPHL-20172467/2020|EPI_ISL_770486|2020-12-30	29782	29680.8	205.76	2032.65
hCoV-19/USA/FL-STP-Saliva-412-VAC/2021|EPI_ISL_2989606|2021-02	29817	29715.8	159.639	1575.18
hCoV-19/USA/CA-ALSR-5112/2020|EPI_ISL_730359|2020-12-04	29899	29797.8	146.458	1441.14
hCoV-19/USA/CA-LACPHL-AF00003/2020|EPI_ISL_737238|2020-12-18	29846	29744.8	18.7308	184.639
hCoV-19/USA/CA-CZB-14781/2020|EPI_ISL_738759|2020-11-10	29521	29419.8	26.7132	266.234
hCoV-19/USA/UT-UPHL-2012501214/2020|EPI_ISL_747002|2020-11-25	29899	29797.8	4.24349e-05	0.000417558
hCoV-19/USA/NY-P13D5/2021|EPI_ISL_5156877|2021-04-09	29824	29722.8	169.986	1676.88
hCoV-19/USA/MI-MDHHS-SC23727/2021|EPI_ISL_1158385|2021-01-26	29812	29710.8	72.9551	719.977
hCoV-19/USA/AZ-ASU4262/2021|EPI_ISL_1743681|2021-04-07	29826	29724.8	222.404	2193.82
hCoV-19/USA/WI-GMF-B00437/2021|EPI_ISL_1745217|2021-04-15	29835	29733.8	349.406	3445.54
hCoV-19/USA/DE-DHSS-B1084257/2021|EPI_ISL_2107605|2021-04-22	29787	29685.8	70.9755	701.032
