target_id	length	eff_length	est_counts	tpm
hCoV-19/USA/WA-CDC-UW21121708871/2021|EPI_ISL_8163321|2021-12-17	29513	29514	0.00975805	0.0524803
hCoV-19/USA/TX-CDC-FG-203162/2021|EPI_ISL_8183263|2021-12-14	29795	29796	6.61411	35.235
hCoV-19/USA/NJ-CDC-IBX485548062323/2021|EPI_ISL_8555762|2021-12-21	29818	29819	408.786	2176.03
hCoV-19/USA/MN-MDH-6587/2021|EPI_ISL_2018467|2021-04-24	29746	29747	1702.22	9083.11
hCoV-19/USA/MN-MDH-6597/2021|EPI_ISL_2018477|2021-04-26	29762	29763	8488.63	45271.2
hCoV-19/USA/NY-P13A4/2021|EPI_ISL_5156866|2021-04-09	29818	29819	12150.3	64677.6
hCoV-19/USA/MI-MDHHS-SC25096/2021|EPI_ISL_1367852|2021-03-09	29806	29807	88.7512	472.626
hCoV-19/USA/WI-WSLH-213165/2021|EPI_ISL_1794060|2021-03-26	29764	29765	204.735	1091.81
hCoV-19/USA/OR-TRACE-LINN-033021-466/2021|EPI_ISL_1866418|2021-03-30	29841	29842	20508.1	109083
hCoV-19/USA/WA-UW-21042271709/2021|EPI_ISL_2031557|2021-04-22	29540	29541	24372.3	130958
hCoV-19/USA/CA-CDPH-3000006761/2021|EPI_ISL_2837403|2021-04-17	29850	29851	19.7823	105.191
hCoV-19/USA/FL-Shands-VTM-53/2021|EPI_ISL_2989846|2021-01	29852	29853	38.3653	203.991
hCoV-19/USA/CA-ALSR-5090/2020|EPI_ISL_730345|2020-09-28	29880	29881	62.5574	332.311
hCoV-19/USA/CA-CHLA-PLM84336997/2020|EPI_ISL_753480|2020-11-30	29969	29970	0	0
hCoV-19/USA/WA-UW-46966/2020|EPI_ISL_756213|2020-12-13	29895	29896	0	0
hCoV-19/USA/WY-WPHL-20172467/2020|EPI_ISL_770486|2020-12-30	29782	29783	20.2027	107.672
hCoV-19/USA/FL-STP-Saliva-412-VAC/2021|EPI_ISL_2989606|2021-02	29817	29818	13.3177	70.8943
hCoV-19/USA/CA-ALSR-5112/2020|EPI_ISL_730359|2020-12-04	29899	29900	64.2002	340.821
hCoV-19/USA/CA-LACPHL-AF00003/2020|EPI_ISL_737238|2020-12-18	29846	29847	35.129	186.822
hCoV-19/USA/CA-CZB-14781/2020|EPI_ISL_738759|2020-11-10	29521	29522	0	0
hCoV-19/USA/UT-UPHL-2012501214/2020|EPI_ISL_747002|2020-11-25	29899	29900	12.942	68.7054
hCoV-19/USA/NY-P13D5/2021|EPI_ISL_5156877|2021-04-09	29824	29825	69.2088	368.334
hCoV-19/USA/MI-MDHHS-SC23727/2021|EPI_ISL_1158385|2021-01-26	29812	29813	107.343	571.519
hCoV-19/USA/AZ-ASU4262/2021|EPI_ISL_1743681|2021-04-07	29826	29827	4.60093	24.4849
hCoV-19/USA/WI-GMF-B00437/2021|EPI_ISL_1745217|2021-04-15	29835	29836	18.2265	96.967
hCoV-19/USA/DE-DHSS-B1084257/2021|EPI_ISL_2107605|2021-04-22	29787	29788	172.549	919.458
hCoV-19/USA/NY-WMC2021-15/2021|EPI_ISL_2400450|2021-04-10	29840	29841	813.803	4328.8
hCoV-19/USA/CA-Stanford-12_S42/2021|EPI_ISL_1379889|2021-03-01	29729	29730	17968.3	95934.5
hCoV-19/USA/TX-TCH-TCMC0421021/2021|EPI_ISL_1792927|2021-04-15	29875	29876	27.3265	145.186
hCoV-19/USA/CA-CZB-30484/2021|EPI_ISL_1821470|2021-03-09	29855	29856	42.0158	223.379
hCoV-19/USA/WA-UW-21041984889/2021|EPI_ISL_2002806|2021-04-19	29540	29541	23.8957	128.397
hCoV-19/USA/CA-CDPH-3000006742/2021|EPI_ISL_2837392|2021-04-15	29850	29851	5.4617	29.0423
hCoV-19/USA/WA-UW-21042164481/2021|EPI_ISL_2031536|2021-04-21	29540	29541	2142.8	11513.8
hCoV-19/USA/MN-UMGC-4018/2021|EPI_ISL_2709235|2021-06-07	29781	29782	82.8582	441.614
hCoV-19/USA/MD-MDH-2732/2021|EPI_ISL_2709802|2021-06-09	29823	29824	71284.1	379392
hCoV-19/USA/FL-CDC-ASC210153974/2021|EPI_ISL_2877677|2021-06-24	29823	29824	8802.22	46847.6
hCoV-19/USA/LA-BIE-LSUH001398/2021|EPI_ISL_3088939|2021-07-13	29769	29770	121.627	648.504
hCoV-19/USA/TX-HMH-MCoV-49453/2020|EPI_ISL_5384223|2020-07-12	29753	29754	17.7269	94.569
hCoV-19/USA/CA-CZB-29195/2021|EPI_ISL_1701259|2021-03-05	29818	29819	37.6356	200.34
